2025-05-21 12:48:12,971 INFO    StreamThr :24300 [internal.py:wandb_internal():86] W&B internal server running at pid: 24300, started at: 2025-05-21 12:48:12.971383
2025-05-21 12:48:12,971 DEBUG   HandlerThread:24300 [handler.py:handle_request():146] handle_request: status
2025-05-21 12:48:12,976 INFO    WriterThread:24300 [datastore.py:open_for_write():85] open: C:\Users\gr0665hh\Desktop\Medical-Transformer\main\wandb\run-20250521_124812-iinixfwo\run-iinixfwo.wandb
2025-05-21 12:48:12,976 DEBUG   SenderThread:24300 [sender.py:send():380] send: header
2025-05-21 12:48:13,002 DEBUG   SenderThread:24300 [sender.py:send():380] send: run
2025-05-21 12:48:13,703 INFO    SenderThread:24300 [dir_watcher.py:__init__():211] watching files in: C:\Users\gr0665hh\Desktop\Medical-Transformer\main\wandb\run-20250521_124812-iinixfwo\files
2025-05-21 12:48:13,703 INFO    SenderThread:24300 [sender.py:_start_run_threads():1124] run started: iinixfwo with start time 1747799292.971383
2025-05-21 12:48:13,716 DEBUG   HandlerThread:24300 [handler.py:handle_request():146] handle_request: check_version
2025-05-21 12:48:13,716 DEBUG   SenderThread:24300 [sender.py:send_request():407] send_request: check_version
2025-05-21 12:48:13,988 DEBUG   HandlerThread:24300 [handler.py:handle_request():146] handle_request: run_start
2025-05-21 12:48:14,019 DEBUG   HandlerThread:24300 [system_info.py:__init__():32] System info init
2025-05-21 12:48:14,019 DEBUG   HandlerThread:24300 [system_info.py:__init__():47] System info init done
2025-05-21 12:48:14,019 INFO    HandlerThread:24300 [system_monitor.py:start():194] Starting system monitor
2025-05-21 12:48:14,019 INFO    SystemMonitor:24300 [system_monitor.py:_start():158] Starting system asset monitoring threads
2025-05-21 12:48:14,019 INFO    HandlerThread:24300 [system_monitor.py:probe():214] Collecting system info
2025-05-21 12:48:14,019 INFO    SystemMonitor:24300 [interfaces.py:start():190] Started cpu monitoring
2025-05-21 12:48:14,019 INFO    SystemMonitor:24300 [interfaces.py:start():190] Started disk monitoring
2025-05-21 12:48:14,019 INFO    SystemMonitor:24300 [interfaces.py:start():190] Started gpu monitoring
2025-05-21 12:48:14,019 INFO    SystemMonitor:24300 [interfaces.py:start():190] Started memory monitoring
2025-05-21 12:48:14,019 INFO    SystemMonitor:24300 [interfaces.py:start():190] Started network monitoring
2025-05-21 12:48:14,035 DEBUG   HandlerThread:24300 [system_info.py:probe():196] Probing system
2025-05-21 12:48:14,035 DEBUG   HandlerThread:24300 [system_info.py:_probe_git():181] Probing git
2025-05-21 12:48:14,083 DEBUG   HandlerThread:24300 [system_info.py:_probe_git():189] Probing git done
2025-05-21 12:48:14,083 DEBUG   HandlerThread:24300 [system_info.py:probe():244] Probing system done
2025-05-21 12:48:14,083 DEBUG   HandlerThread:24300 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.26100-SP0', 'python': '3.11.5', 'heartbeatAt': '2025-05-21T03:48:14.035813', 'startedAt': '2025-05-21T03:48:12.955988', 'docker': None, 'cuda': None, 'args': ('--train_dataset', 'my_dataset', '--val_dataset', 'val_dataset', '--direc', '01 03 04checkpoints v2', '--batch_size', '4', '--epoch', '400', '--save_freq', '10', '--modelname', 'MedT', '--learning_rate', '0.001', '--imgsize', '256', '--gray', 'no'), 'state': 'running', 'program': 'C:\\Users\\gr0665hh\\Desktop\\Medical-Transformer\\main\\train.py', 'codePathLocal': 'train.py', 'codePath': 'main\\train.py', 'git': {'remote': 'https://github.com/JohnJYC/Medical-Transformer-main_DEF', 'commit': '501aace683717b694990e3e381d3dbf83b5bf6ab'}, 'email': '19626387698@qq.com', 'root': 'C:/Users/gr0665hh/Desktop/Medical-Transformer', 'host': 'Jiang', 'username': 'gr0665hh', 'executable': 'C:\\Users\\gr0665hh\\AppData\\Local\\anaconda3\\python.exe', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 2500.0, 'min': 0.0, 'max': 2500.0}, 'cpu_freq_per_core': [{'current': 2500.0, 'min': 0.0, 'max': 2500.0}], 'disk': {'/': {'total': 952.9873008728027, 'used': 524.1139755249023}}, 'gpu': 'NVIDIA GeForce RTX 3080', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3080', 'memory_total': 10737418240}], 'memory': {'total': 31.776214599609375}}
2025-05-21 12:48:14,083 INFO    HandlerThread:24300 [system_monitor.py:probe():224] Finished collecting system info
2025-05-21 12:48:14,083 INFO    HandlerThread:24300 [system_monitor.py:probe():227] Publishing system info
2025-05-21 12:48:14,083 DEBUG   HandlerThread:24300 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2025-05-21 12:48:14,083 DEBUG   HandlerThread:24300 [system_info.py:_save_pip():68] Saving pip packages done
2025-05-21 12:48:14,083 DEBUG   HandlerThread:24300 [system_info.py:_save_conda():75] Saving list of conda packages installed into the current environment
2025-05-21 12:48:14,712 INFO    Thread-16 :24300 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\gr0665hh\Desktop\Medical-Transformer\main\wandb\run-20250521_124812-iinixfwo\files\conda-environment.yaml
2025-05-21 12:48:14,712 INFO    Thread-16 :24300 [dir_watcher.py:_on_file_created():271] file/dir created: C:\Users\gr0665hh\Desktop\Medical-Transformer\main\wandb\run-20250521_124812-iinixfwo\files\requirements.txt
